Bug ID,Bug Title,Steps,Module,Module Wise,Expected Results,Actual Results,Acceptance Criteria
BUG-1360,No receipt printed after ATM withdrawal,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM should display an appropriate error message and return the card if an incorrect PIN is entered 3 times consecutively,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1361,Statement shows repeated transaction,Step 1: Login to banking app -> Step 2: Navigate to Funds Transfer -> Step 3: Select IMPS as transfer mode -> Step 4: Enter beneficiary mobile number and MMID -> Step 5: Enter amount -> Step 6: Authenticate with MPIN -> Step 7: Verify instant confirmation and SMS notification,Funds Transfer,Funds Transfer Wise,Funds should be debited from source account and credited to beneficiary account with correct amounts reflected in both balances,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1362,Transaction appears twice in account statement,"Step 1: Login to the banking portal -> Step 2: Navigate to Credit Cards section -> Step 3: Select active credit card -> Step 4: Click View Statement -> Step 5: Verify current billing cycle transactions are displayed -> Step 6: Check total outstanding, minimum due, and payment due date",Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1363,Login fails with valid credentials #441,"Step 1: Login to the banking portal -> Step 2: Navigate to Credit Cards section -> Step 3: Select active credit card -> Step 4: Click View Statement -> Step 5: Verify current billing cycle transactions are displayed -> Step 6: Check total outstanding, minimum due, and payment due date",Credit Cards,Credit Cards Wise,"Credit card statement should display all transactions for the current billing cycle with correct amounts, dates, and merchant details",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1364,Duplicate transaction in statement #991,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,Cash deposit at ATM should be counted accurately and credited to the account with a printed deposit receipt,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1365,ATM withdrawal receipt missing #980,Step 1: Open login page -> Step 2: Enter credentials and login -> Step 3: Remain idle for session timeout duration -> Step 4: Attempt any action after timeout -> Step 5: Verify session expiry message is shown -> Step 6: Confirm redirect to login page,Authentication,Authentication Wise,Invalid login attempts should be blocked after the maximum retry limit and account should be temporarily locked,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1366,Transaction appears twice in account statement,Step 1: Login to banking app -> Step 2: Navigate to Funds Transfer -> Step 3: Select IMPS as transfer mode -> Step 4: Enter beneficiary mobile number and MMID -> Step 5: Enter amount -> Step 6: Authenticate with MPIN -> Step 7: Verify instant confirmation and SMS notification,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1367,Incorrect interest applied to savings,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,Quick transfer via mobile app should be processed instantly with real-time balance update and SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1368,Transfer completed but balance unchanged,Step 1: Login to banking portal -> Step 2: Navigate to Account Management > Linked Accounts -> Step 3: Click Link New Account -> Step 4: Enter account number and verify ownership via OTP -> Step 5: Verify linked account appears in dashboard -> Step 6: Test switching between linked accounts,Account Management,Account Management Wise,Account closure request should be processed with final balance settlement details and a closure confirmation receipt,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1369,Funds transfer not updating balance #931,"Step 1: Login to mobile banking app -> Step 2: Go to Settings > Push Notifications -> Step 3: Toggle ON/OFF for different categories (Transactions, Offers, Security) -> Step 4: Save settings -> Step 5: Trigger a relevant event -> Step 6: Verify push notification received/not received based on settings",Notifications,Notifications Wise,Notification read/unread status should be updated correctly when user interacts with the notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1370,Duplicate transaction in statement #511,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,NEFT/RTGS transfer should be processed within the defined settlement window and beneficiary should receive funds accordingly,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1371,Interest rate mismatch in savings account,Step 1: Login to the banking portal -> Step 2: Navigate to Account Management section -> Step 3: Click Open New Account -> Step 4: Select account type (Savings/Current/Fixed Deposit) -> Step 5: Fill in personal details and nominee information -> Step 6: Upload KYC documents -> Step 7: Review and submit application -> Step 8: Verify account opening request confirmation,Account Management,Account Management Wise,New account opening request should be submitted successfully with all documents and a confirmation reference number should be generated,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1372,Funds transfer shows incorrect balance,Step 1: Login to banking app -> Step 2: Navigate to Funds Transfer -> Step 3: Select IMPS as transfer mode -> Step 4: Enter beneficiary mobile number and MMID -> Step 5: Enter amount -> Step 6: Authenticate with MPIN -> Step 7: Verify instant confirmation and SMS notification,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1373,Duplicate transaction in statement #311,"Step 1: Login to the banking portal -> Step 2: Navigate to Loans section -> Step 3: Click Apply for New Loan -> Step 4: Select loan type (Personal/Home/Auto) -> Step 5: Fill in personal and financial details -> Step 6: Upload required documents (ID proof, income proof, address proof) -> Step 7: Review application summary -> Step 8: Submit application -> Step 9: Verify application reference number is generated",Loans,Loans Wise,Loan application should be submitted successfully and a unique application reference number should be generated,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1374,Login error despite valid input,Step 1: Login to net banking -> Step 2: Go to Account Management > Profile Settings -> Step 3: Click Update Address -> Step 4: Enter new address details -> Step 5: Upload address proof document -> Step 6: Submit update request -> Step 7: Verify address update pending approval message,Account Management,Account Management Wise,New account opening request should be submitted successfully with all documents and a confirmation reference number should be generated,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1375,ATM withdrawal receipt missing #328,Step 1: Open login page -> Step 2: Enter credentials and login -> Step 3: Remain idle for session timeout duration -> Step 4: Attempt any action after timeout -> Step 5: Verify session expiry message is shown -> Step 6: Confirm redirect to login page,Authentication,Authentication Wise,MFA/OTP should be delivered within 30 seconds and should be valid for the configured expiry duration,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1376,ATM withdrawal receipt missing #365,Step 1: Open the banking application login page -> Step 2: Enter valid username and password -> Step 3: Click the Login button -> Step 4: Verify MFA/OTP prompt is displayed -> Step 5: Enter OTP and submit -> Step 6: Verify dashboard is loaded successfully,Authentication,Authentication Wise,Password reset link should be sent to the registered email/phone and new password should be accepted after verification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1377,Interest calculation incorrect for savings #197,"Step 1: Login to the banking portal -> Step 2: Navigate to Loans section -> Step 3: Click Apply for New Loan -> Step 4: Select loan type (Personal/Home/Auto) -> Step 5: Fill in personal and financial details -> Step 6: Upload required documents (ID proof, income proof, address proof) -> Step 7: Review application summary -> Step 8: Submit application -> Step 9: Verify application reference number is generated",Loans,Loans Wise,"Loan calculator should compute and display accurate monthly EMI, total interest payable, and total amount payable based on input parameters",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1378,Balance not updated after transfer,Step 1: Login to net banking -> Step 2: Go to Statements > E-Statement -> Step 3: Select account and month -> Step 4: Click Request E-Statement -> Step 5: Verify e-statement sent to registered email -> Step 6: Open email and validate PDF attachment content,Statements,Statements Wise,Statement should be downloadable in PDF and CSV formats with all transaction details matching the on-screen display,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1379,Interest calculation incorrect for savings #227,"Step 1: Login to banking portal -> Step 2: Navigate to Loans > Loan Calculator -> Step 3: Enter loan amount, tenure, and interest rate -> Step 4: Click Calculate -> Step 5: Verify monthly EMI, total interest, and total payable amounts are displayed correctly",Loans,Loans Wise,Loan prepayment/foreclosure option should be available with correct penalty calculation and updated outstanding balance,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1380,Duplicate transaction in statement #491,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,Funds should be debited from source account and credited to beneficiary account with correct amounts reflected in both balances,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1381,Login fails with valid credentials #68,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,NEFT/RTGS transfer should be processed within the defined settlement window and beneficiary should receive funds accordingly,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1382,Incorrect interest applied to savings,Step 1: Insert card into ATM -> Step 2: Enter PIN -> Step 3: Select Balance Inquiry -> Step 4: Choose account type -> Step 5: Verify available balance displayed on screen -> Step 6: Opt to print mini statement -> Step 7: Collect printed statement,ATM Services,ATM Services Wise,"ATM should dispense the exact requested amount and print a receipt showing transaction details, remaining balance, and date/time",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1383,Duplicate entry found in statement,Step 1: Login to banking app -> Step 2: Go to Credit Cards > Manage Card -> Step 3: Select card to modify -> Step 4: Click Set/Update Transaction Limit -> Step 5: Enter new domestic and international limits -> Step 6: Authenticate via OTP -> Step 7: Verify limit update confirmation,Credit Cards,Credit Cards Wise,"Total outstanding amount, minimum due, and payment due date should be calculated and displayed accurately",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1384,ATM withdrawal receipt missing #452,Step 1: Login to banking app -> Step 2: Go to Credit Cards > Manage Card -> Step 3: Select card to modify -> Step 4: Click Set/Update Transaction Limit -> Step 5: Enter new domestic and international limits -> Step 6: Authenticate via OTP -> Step 7: Verify limit update confirmation,Credit Cards,Credit Cards Wise,"Credit card statement should display all transactions for the current billing cycle with correct amounts, dates, and merchant details",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1385,ATM withdrawal receipt missing #32,"Step 1: Login to the banking portal -> Step 2: Navigate to Statements section -> Step 3: Select account number from dropdown -> Step 4: Choose statement period (From Date - To Date) -> Step 5: Click Generate Statement -> Step 6: Verify transactions listed with date, description, debit, credit, and balance columns -> Step 7: Click Download as PDF/CSV",Statements,Statements Wise,E-statement should be delivered to the registered email address within 5 minutes with a valid PDF attachment,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1386,Duplicate transaction in statement #389,Step 1: Login to banking app -> Step 2: Go to Credit Cards > Manage Card -> Step 3: Select card to modify -> Step 4: Click Set/Update Transaction Limit -> Step 5: Enter new domestic and international limits -> Step 6: Authenticate via OTP -> Step 7: Verify limit update confirmation,Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1387,Login fails with valid credentials #873,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM PIN change should be processed successfully and the new PIN should work immediately for subsequent transactions,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1388,Funds transfer not updating balance #923,Step 1: Login to net banking -> Step 2: Go to Funds Transfer > NEFT/RTGS -> Step 3: Choose registered beneficiary -> Step 4: Enter amount exceeding daily limit -> Step 5: Click Submit -> Step 6: Verify daily limit exceeded error is displayed,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1389,Interest calculation incorrect for savings #470,"Step 1: Login to the banking portal -> Step 2: Navigate to Credit Cards section -> Step 3: Select active credit card -> Step 4: Click View Statement -> Step 5: Verify current billing cycle transactions are displayed -> Step 6: Check total outstanding, minimum due, and payment due date",Credit Cards,Credit Cards Wise,"Credit card statement should display all transactions for the current billing cycle with correct amounts, dates, and merchant details",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1390,Login fails with valid credentials #1004,Step 1: Login to net banking -> Step 2: Go to Credit Cards > Apply -> Step 3: Choose credit card type -> Step 4: Fill in employment and income details -> Step 5: Upload KYC documents -> Step 6: Accept terms and conditions -> Step 7: Submit application -> Step 8: Verify application tracking ID is generated,Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1391,Login fails with valid credentials #604,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Mobile banking registration should complete successfully with OTP verification and user should be able to log in with new credentials,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1392,Interest rate mismatch in savings account,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Transaction alert should be received on the selected channel (SMS/Email/Push) within 60 seconds of the transaction exceeding the threshold,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1393,Duplicate entry found in statement,Step 1: Login to banking app -> Step 2: Navigate to Funds Transfer -> Step 3: Select IMPS as transfer mode -> Step 4: Enter beneficiary mobile number and MMID -> Step 5: Enter amount -> Step 6: Authenticate with MPIN -> Step 7: Verify instant confirmation and SMS notification,Funds Transfer,Funds Transfer Wise,Daily transfer limit exceeded error should be displayed when the transfer amount exceeds the configured limit,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1394,Authentication fails for valid user,Step 1: Insert card into ATM -> Step 2: Enter PIN -> Step 3: Select Balance Inquiry -> Step 4: Choose account type -> Step 5: Verify available balance displayed on screen -> Step 6: Opt to print mini statement -> Step 7: Collect printed statement,ATM Services,ATM Services Wise,Balance inquiry should display the correct available and ledger balance on screen with an option to print mini statement,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1395,ATM withdrawal receipt missing #258,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM PIN change should be processed successfully and the new PIN should work immediately for subsequent transactions,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1396,Interest rate mismatch in savings account,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM should display an appropriate error message and return the card if an incorrect PIN is entered 3 times consecutively,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1397,Balance not updated after transfer,"Step 1: Login to banking portal -> Step 2: Navigate to Loans > Loan Calculator -> Step 3: Enter loan amount, tenure, and interest rate -> Step 4: Click Calculate -> Step 5: Verify monthly EMI, total interest, and total payable amounts are displayed correctly",Loans,Loans Wise,"EMI schedule should display correct monthly breakdown with principal, interest, and outstanding balance for each installment",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1398,No receipt printed after ATM withdrawal,"Step 1: Login to the banking portal -> Step 2: Navigate to Loans section -> Step 3: Click Apply for New Loan -> Step 4: Select loan type (Personal/Home/Auto) -> Step 5: Fill in personal and financial details -> Step 6: Upload required documents (ID proof, income proof, address proof) -> Step 7: Review application summary -> Step 8: Submit application -> Step 9: Verify application reference number is generated",Loans,Loans Wise,Loan approval status should be updated in real time and applicant should receive notification on status change,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1399,Funds transfer shows incorrect balance,Step 1: Login to net banking -> Step 2: Go to Notifications > Notification History -> Step 3: Filter by date range and type -> Step 4: Verify list of past notifications displayed -> Step 5: Click on a notification to view full details -> Step 6: Check mark as read/unread functionality,Notifications,Notifications Wise,Transaction alert should be received on the selected channel (SMS/Email/Push) within 60 seconds of the transaction exceeding the threshold,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1400,Funds transfer not updating balance #71,Step 1: Login to net banking -> Step 2: Go to Credit Cards > Apply -> Step 3: Choose credit card type -> Step 4: Fill in employment and income details -> Step 5: Upload KYC documents -> Step 6: Accept terms and conditions -> Step 7: Submit application -> Step 8: Verify application tracking ID is generated,Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1401,Login fails with valid credentials #581,Step 1: Login to net banking -> Step 2: Go to Account Management > Profile Settings -> Step 3: Click Update Address -> Step 4: Enter new address details -> Step 5: Upload address proof document -> Step 6: Submit update request -> Step 7: Verify address update pending approval message,Account Management,Account Management Wise,New account opening request should be submitted successfully with all documents and a confirmation reference number should be generated,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1402,ATM withdrawal receipt missing #385,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Biometric authentication (fingerprint/Face ID) should work reliably and grant access only to the registered user,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1403,ATM fails to generate receipt,Step 1: Open the banking application login page -> Step 2: Enter valid username and password -> Step 3: Click the Login button -> Step 4: Verify MFA/OTP prompt is displayed -> Step 5: Enter OTP and submit -> Step 6: Verify dashboard is loaded successfully,Authentication,Authentication Wise,MFA/OTP should be delivered within 30 seconds and should be valid for the configured expiry duration,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1404,Interest calculation incorrect for savings #30,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1405,Funds transfer not updating balance #71,Step 1: Login to net banking -> Step 2: Go to Credit Cards > Apply -> Step 3: Choose credit card type -> Step 4: Fill in employment and income details -> Step 5: Upload KYC documents -> Step 6: Accept terms and conditions -> Step 7: Submit application -> Step 8: Verify application tracking ID is generated,Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1406,No receipt printed after ATM withdrawal,"Step 1: Login to the banking portal -> Step 2: Navigate to Loans section -> Step 3: Click Apply for New Loan -> Step 4: Select loan type (Personal/Home/Auto) -> Step 5: Fill in personal and financial details -> Step 6: Upload required documents (ID proof, income proof, address proof) -> Step 7: Review application summary -> Step 8: Submit application -> Step 9: Verify application reference number is generated",Loans,Loans Wise,"Loan calculator should compute and display accurate monthly EMI, total interest payable, and total amount payable based on input parameters",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1407,Funds transfer not updating balance #767,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,Biometric authentication (fingerprint/Face ID) should work reliably and grant access only to the registered user,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1408,Receipt not available post withdrawal,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Alert threshold settings should be applied immediately and should trigger alerts only for transactions meeting the criteria,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1409,Incorrect interest applied to savings,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Mobile banking registration should complete successfully with OTP verification and user should be able to log in with new credentials,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1410,Receipt not available post withdrawal,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Push notification preferences should be saved correctly and notifications should be sent or suppressed based on the configured settings,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1411,Funds transfer not updating balance #183,Step 1: Open login page -> Step 2: Enter credentials and login -> Step 3: Remain idle for session timeout duration -> Step 4: Attempt any action after timeout -> Step 5: Verify session expiry message is shown -> Step 6: Confirm redirect to login page,Authentication,Authentication Wise,Password reset link should be sent to the registered email/phone and new password should be accepted after verification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1412,Login error despite valid input,Step 1: Insert card into ATM -> Step 2: Enter PIN -> Step 3: Select Balance Inquiry -> Step 4: Choose account type -> Step 5: Verify available balance displayed on screen -> Step 6: Opt to print mini statement -> Step 7: Collect printed statement,ATM Services,ATM Services Wise,Balance inquiry should display the correct available and ledger balance on screen with an option to print mini statement,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1413,Duplicate transaction in statement #5,"Step 1: Login to the banking portal -> Step 2: Navigate to Statements section -> Step 3: Select account number from dropdown -> Step 4: Choose statement period (From Date - To Date) -> Step 5: Click Generate Statement -> Step 6: Verify transactions listed with date, description, debit, credit, and balance columns -> Step 7: Click Download as PDF/CSV",Statements,Statements Wise,E-statement should be delivered to the registered email address within 5 minutes with a valid PDF attachment,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1414,Transfer completed but balance unchanged,Step 1: Open mobile banking app -> Step 2: Login with credentials -> Step 3: Navigate to Quick Transfer -> Step 4: Select beneficiary -> Step 5: Enter transfer amount -> Step 6: Authenticate with fingerprint/Face ID -> Step 7: Verify transaction success notification and SMS received,Mobile Banking,Mobile Banking Wise,Quick transfer via mobile app should be processed instantly with real-time balance update and SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1415,Transaction appears twice in account statement,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,Funds should be debited from source account and credited to beneficiary account with correct amounts reflected in both balances,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1416,Funds transfer shows incorrect balance,Step 1: Login to net banking -> Step 2: Go to Statements > E-Statement -> Step 3: Select account and month -> Step 4: Click Request E-Statement -> Step 5: Verify e-statement sent to registered email -> Step 6: Open email and validate PDF attachment content,Statements,Statements Wise,Paginated statement view should load correctly for large datasets with consistent data across all pages,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1417,Transaction appears twice in account statement,Step 1: Login to the banking portal -> Step 2: Navigate to Notifications/Alerts section -> Step 3: Click Manage Alerts -> Step 4: Enable transaction alerts for debit above threshold -> Step 5: Set threshold amount -> Step 6: Choose notification channel (SMS/Email/Push) -> Step 7: Save preferences -> Step 8: Perform a transaction above threshold -> Step 9: Verify alert received on selected channel,Notifications,Notifications Wise,Transaction alert should be received on the selected channel (SMS/Email/Push) within 60 seconds of the transaction exceeding the threshold,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1418,Unable to login with correct credentials,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,Funds should be debited from source account and credited to beneficiary account with correct amounts reflected in both balances,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1419,ATM withdrawal receipt missing #607,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,Quick transfer via mobile app should be processed instantly with real-time balance update and SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1420,Funds transfer not updating balance #614,Step 1: Login to net banking -> Step 2: Go to Funds Transfer > NEFT/RTGS -> Step 3: Choose registered beneficiary -> Step 4: Enter amount exceeding daily limit -> Step 5: Click Submit -> Step 6: Verify daily limit exceeded error is displayed,Funds Transfer,Funds Transfer Wise,Daily transfer limit exceeded error should be displayed when the transfer amount exceeds the configured limit,System failed to perform as expected,Operation must meet functional and business requirements
BUG-1421,Duplicate transaction in statement #585,Step 1: Login to banking portal -> Step 2: Navigate to Statements -> Step 3: Select account -> Step 4: Apply filter by transaction type (Credit/Debit/All) -> Step 5: Set date range -> Step 6: Click Search -> Step 7: Verify filtered results match criteria -> Step 8: Check pagination for large datasets,Statements,Statements Wise,"Account statement should list all transactions within the selected date range with correct date, description, debit, credit, and running balance",System failed to perform as expected,Operation must meet functional and business requirements
BUG-1422,Savings account interest miscalculated,"Step 1: Login to the banking portal -> Step 2: Navigate to Credit Cards section -> Step 3: Select active credit card -> Step 4: Click View Statement -> Step 5: Verify current billing cycle transactions are displayed -> Step 6: Check total outstanding, minimum due, and payment due date",Credit Cards,Credit Cards Wise,Credit card application should be submitted successfully and a tracking ID should be generated for status monitoring,System failed to perform as expected,Operation must meet functional and business requirements
